Rowid,Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
,2017,CA,California,BRFSS,General Health Conditions,Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,No,%,Age-adjusted Prevalence,47.1,47.1,,,37.2,57.3,53,281942,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",GENHLTH,HBPMED,,6,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Aerobic physical activity level among adults 18 years of age or older,Sufficiently Active,%,Age-adjusted Prevalence,46.3,46.3,,,42.6,50.1,1298,332952,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,AEROBIC,,4,AEROBIC01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2017,AR,Arkansas,BRFSS,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,23.9,23.9,,,19.4,29.2,761,167740,Disability Type,Mobility Disability,,,DEMOG,JOB,,5,JOB04,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,CA,California,BRFSS,General Health Conditions,Ever had high cholesterol among adults 20 years of age or older,Yes,%,Age-adjusted Prevalence,24.8,24.8,,,23,26.7,988,2294599,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",GENHLTH,HICHOL,,6,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Current Smoker,%,Age-adjusted Prevalence,8.7,8.7,,,6.7,11.3,78,28156,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,SMOKE,,4,SMOKE01,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,AK,Alaska,BRFSS,Chronic Conditions,Ever had cancer (excluding skin cancer) among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,10.6,10.6,,,6.5,16.6,67,7876,Disability Type,Mobility Disability,,,CHRCOND,OTHCAN,,2,YESNO01,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,CA,California,BRFSS,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,None,%,Age-adjusted Prevalence,21.6,21.6,,,19.7,23.7,652,2306980,Disability Status,No Disability,Sex,Female,BARRIER,PROVIDER,,6,PROVIDER01,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,35.2,35.2,,,23.2,49.4,39,17126,Disability Type,Mobility Disability,,,DISEST,RACEIND,,1,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AL,Alabama,BRFSS,Health Risks & Behaviors,Smoking status among adults 18 years of age or older,Former Smoker,%,Age-adjusted Prevalence,18.4,18.4,,,14.5,23.1,139,65580,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,SMOKE,,1,SMOKE02,AGEADJPREV,DISSTAT,DISABL,RACE,BLK
,2017,AR,Arkansas,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,40.5,40.5,,,32.7,48.8,454,179605,Disability Type,Mobility Disability,,,DEMOG,JOB,,5,JOB03,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,Yes,%,Age-adjusted Prevalence,50,50,,,39.2,60.9,153,49665,Disability Type,Mobility Disability,,,HLTHRB,QUITSMK,,4,YESNO01,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,CA,California,BRFSS,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,No,%,Age-adjusted Prevalence,59.2,59.2,,,54.8,63.5,464,1683771,Disability Type,Cognitive Disability,,,GENHLTH,HEALTH,,6,YESNO02,AGEADJPREV,DISTYPE,COGDIS,,
,2017,AK,Alaska,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,91.9,91.9,,,85.6,95.6,326,46871,Disability Type,Mobility Disability,,,CHRCOND,STROKE,,2,YESNO02,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AR,Arkansas,BRFSS,General Health Conditions,Ever had high cholesterol among adults 20 years of age or older,Yes,%,Age-adjusted Prevalence,60.7,60.7,,,40.6,77.7,76,24485,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",GENHLTH,HICHOL,,5,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,MRC
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,No,%,Age-adjusted Prevalence,92.7,92.7,,,78,97.9,112,58250,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",HLTHRB,ECIG,,5,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,MRC
,2017,CA,California,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,90.5,90.5,,,87.5,92.8,1131,3422381,Disability Status,Any Disability,Sex,Female,BARRIER,INSURE,,6,YESNO01,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2017,AK,Alaska,BRFSS,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,No,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,Race/Ethnicity,Hispanic,CHRCOND,DIAB,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,RACE,HIS
,2017,AK,Alaska,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,No,%,Age-adjusted Prevalence,96.1,96.1,,,93.6,97.7,1095,217077,Disability Status,No Disability,Sex,Male,CHRCOND,ASTHMA,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Obese,%,Age-adjusted Prevalence,40.7,40.7,,,33.3,48.6,268,150544,Disability Status,Any Disability,Sex,Male,HLTHRB,BMI,,5,BMI04,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2017,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,,2,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Underweight,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",HLTHRB,BMI,,4,BMI01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AZ,Arizona,BRFSS,General Health Conditions,Taking medicine for high blood pressure among adults 18 years of age or older who have high blood pressure,Yes,%,Age-adjusted Prevalence,63.9,63.9,,,56.9,70.5,1551,349407,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",GENHLTH,HBPMED,,4,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2017,CA,California,BRFSS,Barriers & Costs of Health Care,Personal doctor or health care provider among adults 18 years of age or older,1 Provider,%,Age-adjusted Prevalence,69.4,69.4,,,62,75.9,188,779444,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",BARRIER,PROVIDER,,6,PROVIDER02,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,14.6,14.6,,,11.6,18.2,78,28689,Disability Type,Mobility Disability,,,DISEST,RACEIND,,4,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.1,8.1,,,7.1,9.2,637,205816,Overall,Overall,,,DISEST,STATTYPE,,5,Q6HEAR,AGEADJPREV,CAT1,BO1,,
,2017,CA,California,BRFSS,Demographics,Income level among adults 18 years of age or older,"<$15,000",%,Age-adjusted Prevalence,33.2,33.2,,,25.9,41.5,112,364271,Disability Type,Vision Disability,,,DEMOG,INCOMEN,,6,INCOME01,AGEADJPREV,DISTYPE,VISDIS,,
,2017,AZ,Arizona,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Prevalence,11.5,11.5,,,9.5,13.7,150,54548,Disability Status,Any Disability,Age Group,45-64,BARRIER,INSURE,,4,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2017,AK,Alaska,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,66.3,66.3,,,46.4,81.7,53,8564,Disability Type,Vision Disability,,,DEMOG,EDUCATE,,2,EDUCATE02,AGEADJPREV,DISTYPE,VISDIS,,
,2017,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,,1,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
,2017,CA,California,BRFSS,Health Risks & Behaviors,Meeting the physical activity guidelines among adults 18 years of age or older,Meets Muscle Strengthening Only,%,Age-adjusted Prevalence,9.7,9.7,,,8.3,11.2,272,689702,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,PAGUIDE,,6,PAGUIDE03,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,,2,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
,2017,AL,Alabama,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,No,%,Age-adjusted Prevalence,20.1,20.1,,,17.2,23.5,293,189117,Disability Status,Any Disability,,,BARRIER,INSURE,,1,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
,2017,CA,California,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,No,%,Age-adjusted Prevalence,66.4,66.4,,,62.1,70.4,506,1673797,Disability Status,Any Disability,Sex,Male,PREVENT,FLUVAC,,6,YESNO02,AGEADJPREV,DISSTAT,DISABL,SEX,GENM
,2017,AL,Alabama,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,1-13 Days,%,Prevalence,27.8,27.8,,,24.8,30.9,363,339826,Disability Status,No Disability,Age Group,18-44,MHLTH,MHDAYS,,1,DAYS02,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2017,AR,Arkansas,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,89.3,89.3,,,84,92.9,1571,553157,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",BARRIER,INSURE,,5,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2017,AK,Alaska,BRFSS,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,No,%,Prevalence,92,92,,,88,94.8,517,45595,Disability Status,No Disability,Age Group,65+,GENHLTH,HEALTH,,2,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE03
,2017,AK,Alaska,BRFSS,Health Risks & Behaviors,Aerobic physical activity level among adults 18 years of age or older,Sufficiently Active,%,Prevalence,60.6,60.6,,,55.4,65.7,426,129604,Disability Status,No Disability,Age Group,18-44,HLTHRB,AEROBIC,,2,AEROBIC01,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Current e-cigarette use among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,HLTHRB,ECIG,,5,YESNO01,AGEADJPREV,DISTYPE,HEARDIS,,
,2017,CA,California,BRFSS,Mental & Emotional Health,Mentally unhealthy days in the past 30 days among adults 18 years of age or older,14+ Days,%,Prevalence,4.7,4.7,,,3.7,5.9,111,321339,Disability Status,No Disability,Age Group,45-64,MHLTH,MHDAYS,,6,DAYS03,PREV,DISSTAT,NODIS,AGEGRP,AGE02
,2017,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,,6,RACE06,AGEADJPREV,DISSTAT,DISABL,,
,2017,CA,California,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,32.4,32.4,,,26.8,38.6,178,529906,Disability Type,Independent Living Disability,,,DEMOG,MARRIED,,6,MARRIED01,AGEADJPREV,DISTYPE,INDDIS,,
,2017,AR,Arkansas,BRFSS,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,51.2,51.2,,,46.3,56.2,753,367821,Disability Status,Any Disability,,,MHLTH,DEPRESS,,5,YESNO01,AGEADJPREV,DISSTAT,DISABL,,
,2017,AZ,Arizona,BRFSS,Health Risks & Behaviors,Attempted to quit smoking in the past 12 months among adults 18 years of age or older who are current every day smokers,No,%,Prevalence,28.4,28.4,,,20.4,38.1,44,22605,Disability Status,Any Disability,Age Group,18-44,HLTHRB,QUITSMK,,4,YESNO02,PREV,DISSTAT,DISABL,AGEGRP,AGE01
,2017,AL,Alabama,BRFSS,Mental & Emotional Health,Ever had depression among adults 18 years of age or older,No,%,Age-adjusted Prevalence,52.6,52.6,,,49,56.1,1582,716783,Disability Status,Any Disability,,,MHLTH,DEPRESS,,1,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
,2017,CA,California,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,1.6,1.6,,,1.2,2.2,69,169267,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",CHRCOND,STROKE,,6,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AK,Alaska,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,No,%,Age-adjusted Prevalence,99.1,99.1,,,97.8,99.6,1707,272174,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",CHRCOND,STROKE,,2,YESNO02,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,CA,California,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Prevalence,42.8,42.8,,,38.1,47.7,304,894987,Disability Status,Any Disability,Age Group,45-64,PREVENT,FLUVAC,,6,YESNO01,PREV,DISSTAT,DISABL,AGEGRP,AGE02
,2017,AK,Alaska,BRFSS,Chronic Conditions,Ever had chronic obstructive pulmonary disease (COPD) among adults 18 years of age or older,No,%,Age-adjusted Prevalence,82.9,82.9,,,75.5,88.5,609,95181,Disability Status,Any Disability,,,CHRCOND,COPD,,2,YESNO02,AGEADJPREV,DISSTAT,DISABL,,
,2017,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,,2,RACE06,AGEADJPREV,DISSTAT,NODIS,,
,2017,AZ,Arizona,BRFSS,Barriers & Costs of Health Care,Could not see a doctor due to cost in the past 12 months among adults 18 years of age or older,No,%,Prevalence,85.9,85.9,,,84.4,87.3,2703,1644033,Disability Status,No Disability,Age Group,18-44,BARRIER,CBARRIER,,4,YESNO02,PREV,DISSTAT,NODIS,AGEGRP,AGE01
,2017,AZ,Arizona,BRFSS,Prevention & Screenings,Had a flu vaccine in the past 12 months among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,30.3,30.3,,,27.5,33.2,1469,325320,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",PREVENT,FLUVAC,,4,YESNO01,AGEADJPREV,DISSTAT,DISABL,RACE,WHT
,2017,AK,Alaska,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",CHRCOND,ASTHMA,,2,YESNO01,AGEADJPREV,DISSTAT,NODIS,RACE,BLK
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Normal Weight,%,Age-adjusted Prevalence,25.8,25.8,,,20.3,32.3,353,101756,Disability Status,Any Disability,Sex,Female,HLTHRB,BMI,,5,BMI02,AGEADJPREV,DISSTAT,DISABL,SEX,GENF
,2017,AK,Alaska,BRFSS,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,7.5,7.5,,,5,11,92,14983,Disability Status,No Disability,Sex,Female,GENHLTH,HEALTH,,2,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,AR,Arkansas,BRFSS,General Health Conditions,Fair or poor self-rated health among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,48,48,,,43,53,1102,402534,Disability Status,Any Disability,,,GENHLTH,HEALTH,,5,YESNO01,AGEADJPREV,DISSTAT,DISABL,,
,2017,AL,Alabama,BRFSS,Chronic Conditions,Ever had diabetes among adults 18 years of age or older,No,%,Age-adjusted Prevalence,91.3,91.3,,,90.3,92.2,3420,2151440,Disability Status,No Disability,,,CHRCOND,DIAB,,1,YESNO02,AGEADJPREV,DISSTAT,NODIS,,
,2017,AL,Alabama,BRFSS,Chronic Conditions,Current asthma among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,4.8,4.8,,,3.5,6.4,76,54341,Disability Status,No Disability,Sex,Male,CHRCOND,ASTHMA,,1,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENM
,2017,CA,California,BRFSS,Health Risks & Behaviors,Aerobic physical activity level among adults 18 years of age or older,Inactive,%,Age-adjusted Prevalence,22.6,22.6,,,17.2,29.1,138,365196,Disability Type,Hearing Disability,,,HLTHRB,AEROBIC,,6,AEROBIC03,AGEADJPREV,DISTYPE,HEARDIS,,
,2017,CA,California,BRFSS,Health Risks & Behaviors,Binge drinking in the past 30 days among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,10.8,10.8,,,7.6,15,96,297104,Disability Type,Mobility Disability,,,HLTHRB,BINGE,,6,YESNO01,AGEADJPREV,DISTYPE,MOBDIS,,
,2017,AR,Arkansas,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Overweight,%,Age-adjusted Prevalence,36.7,36.7,,,33.1,40.5,844,363760,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",HLTHRB,BMI,,5,BMI03,AGEADJPREV,DISSTAT,NODIS,RACE,WHT
,2017,AK,Alaska,BRFSS,Health Risks & Behaviors,Body mass index category among adults 18 years of age or older,Underweight,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,HLTHRB,BMI,,2,BMI01,AGEADJPREV,DISSTAT,DISABL,,
,2017,AZ,Arizona,BRFSS,Barriers & Costs of Health Care,Health care coverage among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,88.2,88.2,,,86.9,89.5,5107,1633812,Disability Status,No Disability,Sex,Female,BARRIER,INSURE,,4,YESNO01,AGEADJPREV,DISSTAT,NODIS,SEX,GENF
,2017,AZ,Arizona,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,11.6,11.6,,,10,13.5,297,65671,Disability Type,Cognitive Disability,,,DEMOG,EDUCATE,,4,EDUCATE03,AGEADJPREV,DISTYPE,COGDIS,,
,2017,AL,Alabama,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,7.7,7.7,,,5.1,11.3,76,21905,Disability Type,Self-care Disability,,,DEMOG,EDUCATE,,1,EDUCATE03,AGEADJPREV,DISTYPE,SELFDIS,,
,2017,AZ,Arizona,BRFSS,Chronic Conditions,Ever had a stroke among adults 18 years of age or older,Yes,%,Age-adjusted Prevalence,1.2,1.2,,,1,1.5,201,47543,Disability Status,No Disability,,,CHRCOND,STROKE,,4,YESNO01,AGEADJPREV,DISSTAT,NODIS,,
